CHEMBL ID,AlogP,Smiles,Standard Value,Standard Units
CHEMBL2032378,5.05,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCCCC5)cc4OC)nc32)c1,15.4,nM
CHEMBL2029428,3.8,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,1.19,nM
CHEMBL32749,1.5,COc1cc(/C=C/C(=O)O)ccc1O,,
CHEMBL2105807,4.32,CO[C@H]1C[C@@H](O[C@H]2C[C@H]([C@H]3O[C@](C)(O)[C@H](C)C[C@@H]3C)O[C@H]2[C@]2(C)CC[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H]5O[C@](O)(CC(=O)O)[C@@H](C)[C@H](OC)[C@H]5OC)O4)O3)O2)O[C@@H](C)[C@@H]1OC.N,,
CHEMBL4558324,4.1,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1,2.7,nM
CHEMBL631,3.24,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,,
CHEMBL1200709,2.92,C/C=C/C(=O)N(CC)c1ccccc1C,,
CHEMBL16073,2.04,CCOc1ccc(NC(C)=O)cc1,,
CHEMBL4794102,3.47,CCN1CCN(c2nc(Oc3ccc4ccc(=O)[nH]c4c3)c3sccc3n2)CC1,1000,nM
CHEMBL4800612,6.52,O=c1ccc2ccc(Oc3nc(Nc4ccc(N5CCC(N6CCCCC6)CC5)cc4)nc4ccsc34)cc2[nH]1,,
CHEMBL4781497,4.82,CN1CCN(c2ccc(Nc3nc(Oc4ccc5ccc(=O)[nH]c5c4)c4sccc4n3)cc2)CC1,10000,nM
CHEMBL311350,1.11,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,,
CHEMBL3921302,3.47,CN1CCN(c2ccc(Nc3ncnc4cc5oc(=O)n(CCOC(=O)CCl)c5cc34)cc2Cl)CC1,20,nM
CHEMBL757,3.49,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,,
CHEMBL4558324,4.1,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1,34.6,nM
CHEMBL3956112,4.77,C[C@@H](Nc1ncnc2oc(-c3cccc(O)c3)cc12)c1ccccc1,4.6,nM
CHEMBL3941823,5.35,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1C[C@H](C)N[C@H](C)C1,19,nM
CHEMBL3950549,5.79,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C(C)C)C(C)C,9,nM
CHEMBL2110732,5.16,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,6,nM
CHEMBL3899132,5.02,CCOc1cc2ncnc(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,16,nM
CHEMBL3933895,4.79,CCOc1cc2ncnc(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,30,nM
CHEMBL3977926,5.34,CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)cc3)c2cc1NC(=O)/C=C/CN1CCCC1,12,nM
CHEMBL60889,3.09,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,,
CHEMBL3699621,4.33,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)[C@H](C(=O)OC)C4)cc3OC)ncc2C(F)(F)F)c1,20,nM
CHEMBL9514,3.03,COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,,
CHEMBL1914658,4.64,Br.C[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccccc1F,8,nM
CHEMBL3623290,4.31,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C,7.6,nM
CHEMBL388286,6.37,COc1ccc(N(CCCl)CCN/N=N/c2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1,3960,nM
CHEMBL2408825,4.46,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1,1530,nM
CHEMBL31816,3.69,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,0.95,nM
CHEMBL4796150,4.9,O=c1ccc2ccc(Oc3nc(Nc4ccc(CN5CCOCC5)cc4)nc4ccsc34)cc2[nH]1,10000,nM
CHEMBL242206,4.72,C[S+]([O-])c1cc(NCc2c[nH]cn2)cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc12,5000,nM
CHEMBL3961961,4.43,COc1ccc(-c2cc3c(N[C@H](CCO)c4ccccc4)ncnc3o2)cc1,4,nM
CHEMBL2031300,3.71,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,0.23,nM
CHEMBL2031305,4.23,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCOCC1,0.29,nM
CHEMBL2031297,4.03,CN(C)CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,70,nM
CHEMBL418909,5.41,CC(=O)NCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,2,nM
CHEMBL1200406,None,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,,
CHEMBL83,6,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,3553,nM
CHEMBL3787344,4.32,Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,25,nM
CHEMBL3974571,4.78,C=C(C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,67,nM
CHEMBL3918330,4.78,C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,75,nM
CHEMBL3957801,4.62,CCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,25,nM
CHEMBL3932176,5.23,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,2,nM
CHEMBL3914227,6.93,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1[C@@H](C)CCC[C@H]1C,26,nM
CHEMBL3921129,4.91,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,8,nM
CHEMBL3890751,5.55,CCOc1cc2ncnc(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCC1,53,nM
CHEMBL3971413,5.35,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1[C@@H](C)CNC[C@H]1C,72,nM
CHEMBL939,4.28,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,4000,nM
CHEMBL3133910,2.15,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(S(N)(=O)=O)cc3)c2c1,76500,nM
CHEMBL3969056,3.81,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(Cc4ccccn4)cc3)ncnc2cn1,304,nM
CHEMBL3944524,5.4,C=CC(=O)N[C@H]1CC[C@@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)CC1,50000,nM
CHEMBL3959632,5.73,C=CC(=O)Nc1cccc(-n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)c1,4,nM
CHEMBL3961202,5.75,C=CC(=O)N(C)c1cccc(-n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)c1,181,nM
CHEMBL3787344,4.32,Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,160.6,nM
CHEMBL3923228,5.76,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCC1,7,nM
CHEMBL3899132,5.02,CCOc1cc2ncnc(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,38,nM
CHEMBL3753532,3.13,COc1cc(NC(=O)Nc2ccccn2)cc(-c2c[nH]cn2)c1OC,24.81,nM
CHEMBL3353410,4.51,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,480,nM
CHEMBL3545308,4.78,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,2000,nM
CHEMBL3425662,5.56,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccco3)c2)n1,1300,nM
CHEMBL3425668,7.15,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(=C/c3ccc(F)cc3)C(F)(F)F)c2)n1,6300,nM
CHEMBL3633143,3.72,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,0.8,nM
CHEMBL3752365,4.5,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC(C)C)nc32)c1,78,nM
CHEMBL533849,5,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl,170,nM
CHEMBL119987,2.78,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2C(=O)O)c1O,50000,nM
CHEMBL3425665,5.47,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/C(C)C)c2)n1,1200,nM
CHEMBL3425673,5.56,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCC3CC3)c2)n1,2000,nM
CHEMBL3425662,5.56,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccco3)c2)n1,330,nM
CHEMBL3425669,7.08,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(=C/c3ccc(N(C)C)cc3)C(F)(F)F)c2)n1,2200,nM
CHEMBL3545308,4.78,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,14.3,nM
CHEMBL51659,3.66,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,3.4,nM
CHEMBL278101,0.85,CCC(=O)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,200000,nM
CHEMBL420411,3.69,CCc1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,100000,nM
CHEMBL126974,4.63,CCOc1cc2ncnc(Nc3cccc(-c4cncnc4)c3)c2cc1OCC,1100,nM
CHEMBL173474,3.38,O=c1[nH]cnc2c1c(-c1ccccc1)cn2-c1ccccc1,,nM
CHEMBL176470,2.75,Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1CNCCO,6400,nM
CHEMBL587723,4.94,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,2,nM
CHEMBL3417489,4.05,O=c1ccc(-n2ccc3ccc(F)cc32)nn1CCOc1ccnc2cc(OCCCN3CCOCC3)ccc12,1000,nM
CHEMBL3967512,4.99,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cn4ccnc4)cc3)ncc2Cl)c1,1000,nM
CHEMBL89040,2.77,Cc1cccc2c1/C(=C/c1ccc(N3CCN(C=O)CC3)cc1)C(=O)N2,100000,nM
CHEMBL3425655,6.11,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccc(F)cc3)c2)n1,7000,nM
CHEMBL3960167,3.97,Cc1cc(C(=O)Nc2nc3cccc(C)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,2.11,nM
CHEMBL3966111,4.31,C=CC(=O)NCCCn1c(NC(=O)c2cccc(C(F)(F)F)c2)nc2cc(C)ccc21,50,nM
CHEMBL3894391,4.58,C=CC(=O)N1CCC(n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,50000,nM
CHEMBL3953921,4.97,C=CC(=O)N1CCCC(n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,24.7,nM
CHEMBL3959632,5.73,C=CC(=O)Nc1cccc(-n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)c1,50000,nM
CHEMBL278757,0,CN(C)CC(=O)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,200000,nM
CHEMBL3357655,4.5,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,5,nM
CHEMBL3357652,5.57,CCOc1cc2ncnc(Nc3ccc(OCC4CC4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,3.6,nM
CHEMBL3357649,6.11,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,1.56,nM
CHEMBL554,6.14,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,27.1,nM
CHEMBL119156,2.48,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccn2)c1O,3388.44,nM
CHEMBL119987,2.78,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2C(=O)O)c1O,707.95,nM
CHEMBL54471,3.2,Cc1ccc(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)cc1,15135.61,nM
CHEMBL4292110,4.15,CCOC(=O)c1ccc(Nc2cc(Nc3cccc(OC)c3)ncn2)cc1,10000,nM
CHEMBL1379917,1.7,O=C(Nc1cc(N2CCOCC2)ncn1)c1ccc(F)cc1,131,nM
CHEMBL4286263,3.18,O=C(O)CCCC(=O)Nc1cc(Nc2cccc(Br)c2)ncn1,70,nM
CHEMBL490267,4.4,CC(C)(C)c1ccc(OC[C@H](Cn2ccnc2[N+](=O)[O-])OC(=O)c2ccc(NC=C3C(=O)C=CC3=O)cc2)cc1,18.4,/uM
CHEMBL484321,2.84,CC(C)(C)OC[C@H](Cn1ccnc1[N+](=O)[O-])OC(=O)c1ccc(NC=C2C(=O)C=CC2=O)cc1,213,/uM
CHEMBL484121,2.84,CC(C)(C)OC[C@@H](Cn1ccnc1[N+](=O)[O-])OC(=O)c1ccc(NC=C2C(=O)C=CC2=O)cc1,21.3,/uM
CHEMBL472544,2.52,Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)NNC(=O)CCN1CCOCC1,620,nM
CHEMBL511478,2.64,NNC(=O)c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,458,nM
CHEMBL472382,5.53,Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)OCc1cccc(F)c1,,
CHEMBL517745,3.41,COCCNC(=O)c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,,
CHEMBL518646,3.1,Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)NCCN1CCOCC1,,
CHEMBL2138625,4.67,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CC(C)(C)N1CCN(C)CC1,0.51,nM
CHEMBL554,6.14,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,10.8,nM
CHEMBL3545154,5.38,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,3.2,nM
CHEMBL31965,4.39,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,0.4,nM
CHEMBL554,6.14,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,32,nM
CHEMBL308582,3.46,Cc1[nH]c2ncnc(Nc3cccc(F)c3)c2c1C,550,nM
CHEMBL1630115,8.65,Nc1ccccc1NC(=O)/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,29,nM
CHEMBL4169489,3.32,CN1CCN(CC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,32,nM
CHEMBL3353405,4.07,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,4000,nM
CHEMBL168921,3.57,CC(C)(C)OC(=O)N1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)C1,10000,nM
CHEMBL3741796,5.14,C=CC(=O)Nc1cccc(Nc2nc(N/N=C(\C)c3ccc(C)cc3)ncc2Cl)c1,5670,nM
CHEMBL1229592,4.55,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,,
CHEMBL3740257,5.11,C=CC(=O)Nc1cccc(Nc2nc(N/N=C(\C)c3ccc(F)cc3F)ncc2Cl)c1,,
CHEMBL3739812,4.58,C=CC(=O)Nc1cccc(Nc2nc(N/N=C/c3ccccc3F)ncc2Cl)c1,20000,nM
CHEMBL3734934,1.95,CC(C)n1c(CO)nc2cnc(Nc3ccnc(N4CC[C@H](O)[C@H](F)C4)n3)cc21,10000,nM
CHEMBL3647417,6.47,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1C,48,nM
CHEMBL55979,2.88,CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,2511.89,nM
CHEMBL98,2.47,O=C(CCCCCCC(=O)Nc1ccccc1)NO,,
CHEMBL3263373,7.45,Cc1ccc(C2=NN(C3=NC(c4ccccc4)CS3)C(c3ccc4ccccc4c3)C2)cc1C,650,nM
CHEMBL3263380,5.24,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc4ccccc4c3)C2)cc1C,120,nM
CHEMBL3884240,2.45,NS(=O)(=O)c1cccc(Nc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,100000,nM
CHEMBL2103842,5.25,C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,7,nM
CHEMBL3893822,5.89,Cc1ccc(Oc2ccc(Nc3ncnc4ccc(-c5cn(CCCCCCC(=O)NO)nn5)cc34)cc2C)cn1,10,nM
CHEMBL4101735,3.38,CN(C)C/C=C/C(=O)N1CCC[C@@H](n2nc(-c3cccc(C(F)(F)F)c3)c3c(N)ncnc32)C1,1000,nM
CHEMBL4099713,2.43,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccccc3)c3c(N)ncnc32)C1,240,nM
CHEMBL4103201,2.3,C=CC(=O)N1CCC[C@@H](n2nc(-c3cnc4[nH]ccc4c3)c3c(N)ncnc32)C1,3,nM
CHEMBL4082783,2.3,C=CC(=O)N1CCC[C@@H](n2nc(C#CC3CCCC3)c3c(N)ncnc32)C1,750,nM
CHEMBL4073874,2.36,CN(C)C/C=C/C(=O)N1CCC[C@@H](n2nc(-c3ccccc3)c3c(N)ncnc32)C1,220,nM
CHEMBL4060919,2.35,C=CC(=O)N1CCC[C@@H](n2nc(Cc3ccccc3)c3c(N)ncnc32)C1,3,nM
CHEMBL4099254,1.64,C=CC(=O)N1CCC[C@@H](n2nc(C3CC3)c3c(N)ncnc32)C1,220,nM
CHEMBL4082783,2.3,C=CC(=O)N1CCC[C@@H](n2nc(C#CC3CCCC3)c3c(N)ncnc32)C1,1400,nM
CHEMBL3393072,2.89,O=C(Cc1c[nH]c2ccccc12)NNC(=S)Nc1ncccc1Br,8490,nM
CHEMBL4065288,5.34,S=C(Nc1cccnc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,10.2,nM
CHEMBL3608433,2.06,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C4CCN(C)C4)nc3OC)c3ncn(C(C)C)c3n2)C[C@H]1F,3,nM
CHEMBL3088221,3.28,Cc1ncc([N+](=O)[O-])n1C/C(=N/NC(=O)c1ccccc1N)c1ccc(Br)cc1,1890,nM
CHEMBL171256,3.47,COc1ccc(CC(CO)n2cc(-c3ccccc3)c3c(N)ncnc32)cc1,14400,nM
CHEMBL3623282,3.92,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)CC1,5,nM
CHEMBL3623290,4.31,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C,7.2,nM
CHEMBL4068896,6.8,C=CC(=O)Nc1cccc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,10000,nM
CHEMBL3680377,5.1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCC(F)CC1,18.08,nM
CHEMBL4529521,4.67,CCc1ccc(C(=O)/C=C\C(=O)O[C@H](CC=C(C)C)C2=CC(=O)c3c(O)ccc(O)c3C2=O)cc1,50.8,nM
CHEMBL4584516,4.73,CC(C)=CC[C@@H](OC(=O)/C=C\C(=O)c1ccc(C)cc1C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,150,nM
CHEMBL4531109,3.97,O=C1Nc2ccccc2N/C1=C\C(=O)c1cccc2ccccc12,370,nM
CHEMBL4439066,4.01,C=CC(=O)N(c1cc(F)c(F)cc1F)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12,500,nM
CHEMBL4579429,3.87,C=CC(=O)N(c1ccc(F)cc1F)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12,302,nM
CHEMBL3612588,3.93,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(C)cc4)c3cc21,10000,nM
CHEMBL3612589,4.02,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(OCC)cc4)c3cc21,10000,nM
CHEMBL3612594,3.33,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(O)cc4)c3cc21,20,nM
CHEMBL3612596,4.41,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(OC(C)C)cc4)c3cc21,160,nM
CHEMBL3612599,4.24,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4cc(C)cc(C)c4)c3cc21,1500,nM
CHEMBL3353410,4.51,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3400,nM
CHEMBL3741245,4.97,C=CC(=O)Nc1cccc(Nc2nc(N/N=C(\C)c3ccc(F)cc3)ncc2Cl)c1,1290,nM
CHEMBL3290931,6.4,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5C(F)(F)F)c(=O)cc4C)cc3F)ccnc2cc1OCCCN1CCOCC1,10000,nM
CHEMBL3736508,3.47,COC1CCN(c2nccc(Nc3cc4c(cn3)nc(C)n4C(C)C)n2)CC1,882,nM
CHEMBL3734934,1.95,CC(C)n1c(CO)nc2cnc(Nc3ccnc(N4CC[C@H](O)[C@H](F)C4)n3)cc21,2530,nM
CHEMBL3735474,2.9,CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc(CO)n4C(C)C)n2)CC1(F)F,1000,nM
CHEMBL4471464,4.59,COc1ccc(-n2cc(NC(=O)c3cccc(NS(=O)(=O)c4ccc(Cl)cc4)c3)cn2)cc1,15330,nM
CHEMBL3753011,5.38,C=CC(=O)Nc1cccc(-n2c(=O)c(-c3ccccc3)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,20,nM
CHEMBL285063,4.26,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,36,nM
CHEMBL3741245,4.97,C=CC(=O)Nc1cccc(Nc2nc(N/N=C(\C)c3ccc(F)cc3)ncc2Cl)c1,1680,nM
CHEMBL98137,4.01,COc1ccc(Nc2ccnc3cc(OC)c(OC)cc23)cc1OC,80500,nM
CHEMBL3805584,3.54,C#Cc1cccc(Nc2ncnc3cc(OC(C)COC)c4c(c23)OCCO4)c1,76.1,nM
CHEMBL48802,1.25,C[S+]([O-])CCCCN=C=S,9000,nM
CHEMBL3806108,4.88,CN(C)c1ccc(C2CC(c3ccc4c(c3)OCCO4)=NN2c2ccccc2)cc1,300000,nM
CHEMBL4634634,1.44,C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C,100000,nM
CHEMBL3752363,3.72,C=CC(=O)Nc1cccc(-n2c(=O)c(C)cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,16,nM
CHEMBL3234742,3.64,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(N)nc1,43,nM
CHEMBL3234744,4.1,CNc1ncc(C(=O)Nc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)cn1,120,nM
CHEMBL3234746,4.88,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(NC(C)C)nc1,43,nM
CHEMBL554983,4.57,Brc1cccc(Nc2[nH]cnc3c4ccccc4nc2-3)c1.Cl,72,nM
CHEMBL3357647,7.2,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCCCC1,37.9,nM
CHEMBL3357650,6.27,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,4.5,nM
CHEMBL3409483,5.31,[O-][S+]1CCN(Cc2ccc(-c3cc4c(Nc5ccc(OCc6cccc(F)c6)cc5)ncnc4cn3)o2)CC1,23,nM
CHEMBL483321,4.95,COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,6400,nM
